63,50,2,0.09375,0,0.046875,0,0.078125,0,0.078125,0,0.0625,0,0.0625,0,0.0625,0,0.046875,0,0.078125,0,0.0625,0,0.046875,0.266667,0.0625,0,0.0625,0,0.09375,0.4,0.03125,0,0.078125,0,0.046875,0,0.0625,0,0.0625,0,0.0625,0,0.078125,0,0.0625,0,0.046875,0,0.078125,0,0.078125,0,0.0625,0,0.09375,0,0.0625,0,0.046875,0,0.078125,0,0.078125,0,0.078125,0,0.109375,1.23709,0.078125,0,0.0625,0,0.03125,0,0.09375,0,0.078125,0,0.078125,0,0.078125,0,0.078125,0,0.0625,0.6,0.09375,0,0.0625,0,0.078125,0,0.0625,0,0.078125,0,0.09375,0.4,0.0625,0,0.046875,0.266667,
64,50,2,0.109375,0.266667,0.078125,0,0.0625,0,0.09375,0,0.0625,0,0.046875,0,0.0625,0,0.046875,0,0.046875,0,0.078125,0,0.078125,0,0.078125,0,0.109375,0.266667,0.046875,0,0.078125,0,0.078125,0,0.0625,0,0.046875,0,0.078125,0,0.09375,0.466667,0.078125,0,0.0625,0,0.078125,0.8,0.046875,0,0.0625,0,0.078125,0,0.09375,0.8,0.078125,0,0.078125,0,0.046875,0,0.078125,0,0.109375,0.866667,0.046875,0,0.09375,0,0.046875,0,0.046875,0,0.03125,0,0.078125,0,0.03125,0,0.0625,0,0.078125,0,0.09375,0,0.109375,0.266667,0.03125,0,0.046875,0,0.078125,0.866667,0.0625,0,0.0625,0,0.078125,0,0.03125,0,
65,50,2,0.046875,0,0.0625,0,0.078125,0,0.046875,0,0.0625,0,0.0625,0,0.0625,0,0.078125,0,0.0625,0,0.078125,0,0.078125,0,0.046875,0,0.0625,0,0.078125,0,0.046875,0,0.09375,0.2,0.078125,0,0.078125,0.666667,0.09375,0.2,0.09375,0,0.078125,0,0.03125,0,0.078125,0,0.078125,0,0.078125,0,0.078125,0,0.078125,0,0.078125,0,0.078125,1.12663,0.0625,0,0.078125,0,0.0625,0,0.0625,0,0.078125,0,0.078125,0,0.078125,0,0.0625,0,0.046875,0,0.046875,0,0.09375,0.2,0.09375,0.4,0.078125,0,0.0625,0,0.078125,0,0.09375,0.2,0.0625,0,0.046875,0,0.0625,0,0.078125,0,0.0625,0,
66,50,2,0.078125,0,0.078125,0,0.078125,0,0.078125,0.866667,0.078125,0,0.0625,0,0.078125,0,0.046875,0,0.0625,0,0.078125,0.666667,0.0625,0,0.078125,0,0.0625,0,0.078125,0.8,0.0625,0,0.0625,0,0.109375,0.866667,0.078125,0,0.078125,0,0.0625,0,0.0625,0,0.078125,0,0.078125,0.8,0.09375,0,0.078125,0,0.078125,0,0.078125,0,0.078125,0,0.0625,0,0.0625,0,0.0625,0,0.0625,0,0.0625,0,0.078125,0,0.0625,0,0.09375,0,0.0625,0,0.046875,0,0.09375,0,0.0625,0,0.0625,0,0.0625,0,0.078125,0,0.0625,0,0.0625,0,0.03125,0,0.078125,0,0.078125,0,0.09375,0,0.078125,0,
67,50,2,0.0625,0,0.078125,0,0.0625,0,0.0625,0,0.0625,0,0.0625,0,0.09375,0,0.078125,0,0.078125,0,0.0625,0,0.078125,0,0.0625,0,0.109375,0.4,0.078125,0,0.046875,0,0.046875,0,0.078125,0,0.078125,0,0.0625,0,0.09375,0,0.125,0.6,0.0625,0,0.0625,0,0.078125,0,0.0625,0,0.09375,0.733333,0.078125,0.8,0.078125,0,0.078125,0,0.078125,0,0.0625,0,0.046875,0,0.0625,0,0.0625,0,0.09375,0.266667,0.09375,0.9933,0.078125,0,0.078125,0,0.03125,0,0.0625,0,0.078125,0,0.0625,0,0.0625,0,0.09375,1.2647,0.0625,0,0.078125,0,0.046875,0,0.0625,0,0.0625,0,0.09375,0.266667,
68,50,2,0.046875,0,0.078125,0.533333,0.09375,0.866667,0.09375,0,0.0625,0,0.125,1.15425,0.046875,0,0.0625,0,0.109375,0.333333,0.078125,0,0.0625,0,0.03125,0,0.078125,0,0.109375,0.333333,0.046875,0,0.0625,0,0.078125,0,0.078125,0,0.0625,0,0.0625,0,0.046875,0,0.078125,0,0.0625,0,0.09375,0,0.046875,0,0.0625,0,0.078125,0,0.078125,0,0.09375,0,0.078125,0,0.078125,0,0.078125,0,0.0625,0,0.0625,0,0.09375,0,0.078125,0,0.09375,0,0.0625,0,0.078125,0,0.0625,0,0.0625,0,0.0625,0,0.0625,0,0.078125,0,0.0625,0,0.0625,0,0.0625,0.733333,0.09375,0,0.078125,0,0.0625,0,
69,50,2,0.0625,0,0.09375,0,0.078125,0.866667,0.046875,0,0.078125,0,0.078125,0,0.0625,0.533333,0.0625,0,0.0625,0,0.0625,0,0.09375,0,0.09375,0,0.0625,0,0.078125,0,0.078125,0,0.03125,0,0.078125,0,0.078125,0,0.078125,0,0.046875,0,0.078125,0,0.0625,0,0.0625,0,0.078125,0,0.0625,0,0.078125,0,0.078125,0,0.0625,0,0.0625,0,0.09375,0.266667,0.0625,0,0.0625,0,0.0625,0,0.078125,0,0.09375,0,0.078125,0,0.078125,0,0.078125,0,0.03125,0,0.0625,0,0.0625,0,0.046875,0,0.046875,0,0.109375,0.866667,0.0625,0,0.109375,0.866667,0.09375,0.866667,0.0625,0,0.0625,0,0.0625,0,
70,50,2,0.078125,0,0.0625,0,0.03125,0,0.046875,0,0.03125,0,0.078125,0.933333,0.078125,0,0.0625,0,0.078125,0,0.09375,0.133333,0.09375,0.2,0.078125,0,0.0625,0,0.09375,0,0.09375,0.133333,0.0625,0,0.0625,0,0.109375,0.8,0.078125,0,0.078125,0,0.0625,0,0.109375,0.816176,0.078125,0.733333,0.078125,0,0.078125,0,0.046875,0,0.046875,0,0.0625,0,0.0625,0,0.0625,0,0.0625,0,0.0625,0,0.09375,0,0.09375,0.866667,0.0625,0,0.078125,0,0.078125,0.733333,0.046875,0,0.078125,0,0.078125,0,0.078125,0,0.046875,0,0.078125,0,0.0625,0,0.078125,0.8,0.09375,0.933333,0.09375,0.666667,0.078125,0,0.0625,0,0.078125,0,
71,50,2,0.078125,0,0.046875,0,0.09375,0.133333,0.046875,0,0.09375,0,0.09375,0.988562,0.078125,0,0.0625,0,0.09375,0,0.0625,0,0.078125,0,0.0625,0,0.078125,1.20948,0.078125,0,0.0625,0,0.078125,0,0.09375,0,0.0625,0,0.046875,0,0.078125,0,0.0625,0,0.0625,0,0.0625,0,0.078125,0,0.0625,0,0.078125,0,0.125,0.533333,0.0625,0,0.078125,0,0.078125,0,0.046875,0,0.0625,0,0.078125,0,0.046875,0,0.078125,0,0.078125,0,0.078125,0,0.078125,0,0.0625,0,0.078125,0,0.046875,0,0.0625,0,0.078125,0,0.078125,0,0.078125,0.866667,0.0625,0,0.0625,0,0.09375,0,0.0625,0,0.078125,0,
72,50,2,0.078125,0,0.0625,0,0.0625,0,0.09375,0,0.0625,0,0.109375,0.4,0.0625,0,0.078125,0,0.046875,0,0.0625,0,0.09375,0.2,0.0625,0,0.0625,0,0.078125,0,0.046875,0,0.0625,0,0.0625,0,0.0625,0,0.03125,0,0.09375,0,0.078125,0,0.078125,0,0.078125,0,0.078125,0,0.046875,0,0.046875,0,0.09375,0.866667,0.0625,0,0.046875,0,0.046875,0,0.09375,0,0.078125,0,0.078125,0,0.0625,0,0.0625,0,0.0625,0,0.046875,0,0.078125,0,0.09375,0,0.078125,0,0.0625,0,0.078125,0,0.0625,0,0.09375,0,0.078125,0,0.078125,0,0.078125,0,0.0625,0,0.125,0.533333,0.0625,0,
